DATE,5 YR,5.25 YR
1/31/1921,-2.352007331,-2.345340664
2/28/1921,-1.651469749,-1.646597954
3/31/1921,-0.740641246,-0.737307912
4/30/1921,0.751962275,0.753500737
5/31/1921,2.490502341,2.490502341
6/30/1921,2.745903887,2.744109015
7/31/1921,3.908281824,3.904948491
8/31/1921,4.732564103,4.727435897
9/30/1921,5.544739096,5.537816019
10/31/1921,6.340657672,6.332196134
11/30/1921,7.653658813,7.643402403
12/31/1921,8.932290033,8.920495161
1/31/1922,10.29831138,10.31959343
2/28/1922,10.78429714,10.80583561
3/31/1922,11.80775114,11.82928961
4/30/1922,13.18349074,13.20528561
5/31/1922,13.84635428,13.86814915
6/30/1922,14.49976571,14.521817
7/31/1922,14.01727093,14.03932221
8/31/1922,13.46520079,13.48750849
9/30/1922,12.78951036,12.81181805
10/31/1922,12.29107744,12.31364155
11/30/1922,11.78548065,11.80804476
12/31/1922,10.56902912,10.59184964
1/31/1923,10.10701798,10.11804362
2/28/1923,8.576434999,8.58694782
3/31/1923,8.301100689,8.310844279
4/30/1923,7.477145603,7.486376372
5/31/1923,6.37678559,6.385247129
6/30/1923,5.800351503,5.808300221
7/31/1923,5.488957843,5.49613733
8/31/1923,5.766194345,5.772861012
9/30/1923,4.902899437,4.908796873
10/31/1923,4.605378313,4.610762929
11/30/1923,4.305462688,4.310078073
12/31/1923,4.007948718,4.012051282
1/31/1924,2.221950477,2.2550274
2/29/1924,2.505048344,2.537612447
3/31/1924,2.19332803,2.225635723
4/30/1924,2.479896989,2.511691861
5/31/1924,2.4701534,2.501435451
6/30/1924,2.465281605,2.496307246
7/31/1924,2.46083722,2.49135004
8/31/1924,2.14235252,2.17235252
9/30/1924,1.840277009,1.870020599
10/31/1924,1.839419095,1.868649864
11/30/1924,2.132167879,2.160885827
12/31/1924,2.134258169,2.162719708
1/31/1925,1.957174112,1.978456163
2/28/1925,2.246014032,2.267039673
3/31/1925,1.942558727,1.963071548
4/30/1925,2.53120219,2.5514586
5/31/1925,2.228617144,2.248360734
6/30/1925,1.940325171,1.959812351
7/31/1925,1.947436791,1.96641115
8/31/1925,1.646380202,1.665098151
9/30/1925,1.932821406,1.951026534
10/31/1925,2.221562603,2.239511321
11/30/1925,1.358221914,1.375657811
12/31/1925,1.63708658,1.654266067
1/31/1926,1.729907093,1.741445554
2/28/1926,1.420024545,1.430793776
3/31/1926,1.393744922,1.403744922
4/30/1926,0.797334394,0.806821574
5/31/1926,1.069748724,1.078466673
6/30/1926,1.342970456,1.350919174
7/31/1926,2.203580479,2.210759966
8/31/1926,2.18216446,2.188574716
9/30/1926,2.174349709,2.179990735
10/31/1926,2.171328126,2.176456331
11/30/1926,1.869744483,1.874103457
12/31/1926,2.14874209,2.152331834
1/31/1927,2.640549428,2.646703274
2/28/1927,2.637208076,2.643361922
3/31/1927,3.216923077,3.223076923
4/30/1927,2.926646704,2.932800551
5/31/1927,2.928322188,2.934476034
6/30/1927,2.931615792,2.937769639
7/31/1927,4.353323611,4.359477457
8/31/1927,4.634598869,4.640496305
9/30/1927,4.348451816,4.354349252
10/31/1927,4.063130589,4.069028025
11/30/1927,5.175776816,5.181674252
12/31/1927,4.902313874,4.90821131
1/31/1928,5.34846772,5.332057464
2/29/1928,5.928127633,5.912230197
3/31/1928,5.668577483,5.653449278
4/30/1928,5.952486607,5.937871223
5/31/1928,5.40189183,5.387789266
6/30/1928,5.42132255,5.407732807
7/31/1928,4.875873731,4.863053218
8/31/1928,4.601971008,4.589663316
9/30/1928,4.318968057,4.307173185
10/31/1928,4.898535703,4.887253652
11/30/1928,5.192803997,5.182291176
12/31/1928,5.489527679,5.479527679
1/31/1929,5.169976295,5.148950654
2/28/1929,4.871714598,4.849919726
3/31/1929,4.866997714,4.844690022
4/30/1929,5.144368696,5.121291773
5/31/1929,5.12790309,5.104313347
6/30/1929,5.387868386,5.363509412
7/31/1929,3.947435897,3.922564103
8/31/1929,3.64254414,3.616903115
9/30/1929,3.918205128,3.891794872
10/31/1929,4.196231919,4.169308842
11/30/1929,3.893846154,3.866153846
12/31/1929,4.173538772,4.145333644
1/31/1930,3.326125286,3.353304773
2/28/1930,3.039236654,3.066416141
3/31/1930,3.337797374,3.365233271
4/30/1930,3.044108449,3.071544346
5/31/1930,3.63208313,3.659775438
6/30/1930,3.637228289,3.664920597
7/31/1930,4.233860153,4.261808871
8/31/1930,4.531077015,4.559025733
9/30/1930,4.805036939,4.832985657
10/31/1930,4.821917244,4.850122372
11/30/1930,5.119168249,5.147373377
12/31/1930,5.738791624,5.767253162
1/31/1931,5.917717092,5.967460681
2/28/1931,6.540713383,6.591226204
3/31/1931,6.58046257,6.631744622
4/30/1931,6.620515913,6.672567195
5/31/1931,7.530388144,7.582952246
6/30/1931,8.443075503,8.496408836
7/31/1931,9.002450596,9.05655316
8/31/1931,9.01706598,9.071937775
9/30/1931,9.341551201,9.397192226
10/31/1931,9.667071053,9.72348131
11/30/1931,10.30176939,10.35869246
12/31/1931,10.36379203,10.42148434
1/31/1932,10.79699709,10.86879196
2/29/1932,11.15744072,11.22846636
3/31/1932,11.19825975,11.26851616
4/30/1932,11.7764178,11.84590498
5/31/1932,12.14948787,12.21820581
6/30/1932,12.19748456,12.26543327
7/31/1932,11.64248269,11.70966217
8/31/1932,11.6835197,11.74967355
9/30/1932,12.27638872,12.34177333
10/31/1932,12.32681427,12.39142966
11/30/1932,12.37808103,12.44192719
12/31/1932,11.87510261,11.93817953
1/31/1933,11.80588539,11.87742386
2/28/1933,11.92966299,12.00068863
3/31/1933,11.99291196,12.06368119
4/30/1933,11.69372574,11.76398215
5/31/1933,11.1014787,11.1714787
6/30/1933,10.13095467,10.20044185
7/31/1933,8.693038238,8.762269007
8/31/1933,8.328465377,8.397183326
9/30/1933,8.007582239,8.075787368
10/31/1933,7.688443852,7.75639257
11/30/1933,7.040573755,7.108009653
12/31/1933,6.711732782,6.778912269
1/31/1934,5.57644105,5.649774384
2/28/1934,4.517020509,4.589584612
3/31/1934,4.161030911,4.233082193
4/30/1934,3.796439738,3.867721789
5/31/1934,3.070411931,3.140924752
6/30/1934,2.323145672,2.392889261
7/31/1934,2.313402082,2.382632851
8/31/1934,1.931828024,2.000289563
9/30/1934,0.802649185,0.870341493
10/31/1934,0.782464323,0.8493874
11/30/1934,0.391815502,0.458225759
12/31/1934,0.368622875,0.434263901
1/31/1935,-1.24631197,-1.178363252
2/28/1935,-2.436262719,-2.368570412
3/31/1935,-2.852472427,-2.78503653
4/30/1935,-3.237213438,-3.170033951
5/31/1935,-3.246957028,-3.180290361
6/30/1935,-2.460621694,-2.394211437
7/31/1935,-0.867514863,-0.801361017
8/31/1935,-0.484284924,-0.418387488
9/30/1935,-0.489156719,-0.423515693
10/31/1935,-0.494028514,-0.428643898
11/30/1935,-0.874907527,-0.810035732
12/31/1935,-0.879779321,-0.815163937
